index,acc1,acc2,acc3,gro1,gro2,gro3,mag1,mag2,mag3,label
8864,819,225,-584,-9,42,5,6012,-867,-494,still
8865,820,225,-582,-9,43,6,6012,-867,-494,still
8866,820,225,-581,-9,43,6,6012,-867,-494,still
8867,820,224,-579,-9,44,6,6012,-867,-494,still
8868,820,224,-577,-9,44,6,6012,-867,-494,still
8869,819,224,-576,-9,45,6,6012,-867,-494,still
8870,819,224,-574,-9,45,6,6012,-867,-494,still
8871,819,224,-574,-9,45,6,5924,-708,-682,still
8872,819,224,-571,-9,46,7,5924,-708,-682,still
8873,820,225,-569,-8,47,7,5924,-708,-682,still
8874,821,225,-569,-8,47,7,5924,-708,-682,still
8875,821,225,-569,-8,48,7,5924,-708,-682,still
8876,821,225,-569,-8,48,7,5924,-708,-682,still
8877,821,225,-567,-8,48,7,5924,-708,-682,still
8878,821,225,-566,-8,49,7,5924,-708,-682,still
8879,821,225,-564,-8,49,7,5924,-708,-682,still
8880,821,225,-563,-8,50,7,5924,-708,-682,still
8881,821,225,-563,-8,50,7,5924,-708,-682,still
8882,820,226,-563,-8,50,7,5924,-637,-750,still
8883,820,226,-564,-7,50,7,5924,-637,-750,still
8884,820,226,-564,-7,51,7,5924,-637,-750,still
8885,821,225,-564,-7,51,7,5924,-637,-750,still
8886,820,224,-563,-7,51,7,5924,-637,-750,still
8887,820,224,-562,-7,51,7,5924,-637,-750,still
8888,819,225,-561,-7,51,7,5924,-637,-750,still
8889,818,225,-561,-7,52,7,5924,-637,-750,still
8890,818,225,-561,-7,52,8,5924,-637,-750,still
8891,818,225,-561,-7,52,8,5924,-637,-750,still
8892,818,226,-561,-6,52,8,5924,-637,-750,still
8893,817,227,-562,-6,53,8,5782,-531,-273,still
8894,816,228,-562,-6,53,8,5782,-531,-273,still
8895,816,229,-563,-6,53,8,5782,-531,-273,still
8896,817,230,-564,-6,54,8,5782,-531,-273,still
8897,817,230,-564,-5,54,8,5782,-531,-273,still
8898,816,230,-564,-5,54,8,5782,-531,-273,still
8899,816,230,-565,-5,55,8,5782,-531,-273,still
8900,816,230,-565,-5,55,8,5782,-531,-273,still
8901,816,230,-565,-5,55,8,5782,-531,-273,still
8902,816,230,-565,-5,55,8,5782,-531,-273,still
8903,815,231,-564,-5,55,7,5782,-531,-273,still
8904,815,231,-563,-4,56,7,5765,-619,-460,still
8905,814,230,-562,-4,56,7,5765,-619,-460,still
8906,812,230,-561,-4,56,7,5765,-619,-460,still
8907,811,229,-561,-4,56,7,5765,-619,-460,still
8908,811,227,-561,-4,56,7,5765,-619,-460,still
8909,810,225,-558,-4,57,7,5765,-619,-460,still
8910,810,224,-557,-4,57,7,5765,-619,-460,still
8911,810,224,-557,-4,57,6,5765,-619,-460,still
8912,810,224,-557,-4,57,6,5765,-619,-460,still
8913,810,224,-557,-4,57,6,5765,-619,-460,still
8914,811,223,-556,-4,57,6,5765,-619,-460,still
8915,810,222,-555,-4,58,6,5800,-584,-460,still
8916,809,221,-555,-4,58,6,5800,-584,-460,still
8917,809,221,-556,-4,58,6,5800,-584,-460,still
8918,809,223,-557,-4,58,5,5800,-584,-460,still
8919,809,223,-558,-4,58,5,5800,-584,-460,still
8920,808,223,-557,-4,59,5,5800,-584,-460,still
8921,808,223,-557,-4,59,5,5800,-584,-460,still
8922,808,223,-557,-4,59,5,5800,-584,-460,still
8923,809,223,-558,-4,59,5,5800,-584,-460,still
8924,810,224,-559,-4,59,5,5800,-584,-460,still
8925,811,224,-560,-4,59,4,5800,-584,-460,still
8926,811,224,-560,-4,59,4,5712,-708,-375,still
8927,811,223,-560,-4,59,4,5712,-708,-375,still
8928,812,224,-560,-4,59,4,5712,-708,-375,still
8929,813,224,-559,-4,60,4,5712,-708,-375,still
8930,814,224,-558,-4,60,3,5712,-708,-375,still
8931,816,224,-557,-4,60,3,5712,-708,-375,still
8932,816,224,-557,-4,60,3,5712,-708,-375,still
8933,817,224,-557,-4,60,3,5712,-708,-375,still
8934,818,224,-557,-4,61,3,5712,-708,-375,still
8935,819,224,-557,-4,61,3,5712,-708,-375,still
8936,821,224,-558,-4,61,2,5712,-708,-375,still
8937,824,225,-560,-4,61,2,5712,-708,-375,still
8938,827,225,-560,-5,61,2,5712,-708,-375,still
8939,828,225,-560,-5,61,2,5712,-708,-375,still
8940,830,225,-560,-5,60,2,5712,-708,-375,still
8941,831,226,-560,-5,60,1,5712,-708,-375,still
8942,833,227,-558,-5,60,1,5712,-708,-375,still
8943,833,227,-558,-5,60,1,5712,-708,-375,still
8944,836,227,-556,-5,60,1,5712,-708,-375,still
8945,838,227,-555,-5,59,1,5712,-708,-375,still
8946,839,227,-554,-5,59,1,5712,-708,-375,still
8947,840,228,-552,-5,59,1,5712,-708,-375,still
8948,842,228,-550,-5,58,1,5712,-708,-375,still
8949,844,229,-547,-5,58,1,5712,-708,-375,still
8950,844,230,-544,-5,58,1,5712,-708,-375,still
8951,846,231,-542,-5,58,1,5712,-708,-375,still
8952,847,232,-540,-5,58,1,5712,-708,-375,still
8953,847,232,-540,-5,58,1,5712,-708,-375,still
8954,848,232,-535,-5,58,1,5712,-708,-375,still
8955,849,231,-532,-5,58,1,5712,-708,-375,still
8956,850,231,-530,-5,58,1,5712,-708,-375,still
8957,850,232,-529,-5,58,1,5712,-708,-375,still
8958,850,232,-527,-6,58,1,5712,-708,-375,still
8959,850,232,-527,-6,58,1,5712,-708,-375,still
8960,850,232,-526,-6,58,1,5430,-884,-170,still
8961,850,231,-527,-6,58,1,5430,-884,-170,still
8962,850,230,-526,-6,58,1,5430,-884,-170,still
8963,850,230,-526,-6,58,1,5430,-884,-170,still
8964,850,230,-526,-6,59,1,5430,-884,-170,still
8965,850,230,-527,-6,59,1,5430,-884,-170,still
8966,850,230,-527,-6,59,1,5430,-884,-170,still
8967,849,230,-526,-6,59,1,5430,-884,-170,still
8968,848,230,-525,-6,59,1,5430,-884,-170,still
8969,847,230,-525,-6,59,1,5430,-884,-170,still
8970,847,231,-526,-6,60,1,5430,-884,-170,still
8971,847,230,-527,-6,60,1,5324,-814,-170,still
8972,845,229,-526,-6,60,1,5324,-814,-205,still
8973,845,229,-526,-6,60,1,5324,-814,-205,still
8974,844,229,-526,-6,60,1,5324,-814,-205,still
8975,843,228,-526,-6,60,0,5324,-814,-205,still
8976,840,222,-526,-6,61,0,5324,-814,-205,still
8977,842,210,-524,-6,61,-1,5324,-814,-205,still
8978,846,211,-526,-7,61,-3,5324,-814,-205,still
8979,848,225,-530,-8,60,-4,5324,-814,-205,still
8980,844,233,-532,-9,60,-3,5324,-814,-205,still
8981,841,235,-532,-8,60,-3,5324,-814,-205,still
8982,840,236,-532,-8,60,-2,5377,-814,-205,still
8983,840,236,-532,-8,60,-2,5377,-831,-187,still
8984,841,234,-532,-7,60,-2,5377,-831,-187,still
8985,842,234,-532,-7,60,-2,5377,-831,-187,still
8986,843,233,-533,-7,60,-2,5377,-831,-187,still
8987,843,234,-535,-6,60,-2,5377,-831,-187,still
8988,843,234,-535,-6,60,-2,5377,-831,-187,still
8989,842,234,-535,-6,59,-2,5377,-831,-187,still
8990,842,234,-537,-6,59,-2,5377,-831,-187,still
8991,841,234,-537,-6,59,-2,5377,-831,-187,still
8992,841,234,-537,-6,58,-1,5377,-831,-187,still
8993,840,234,-536,-6,58,-1,5377,-831,-187,still
8994,840,234,-536,-6,58,-1,5077,-849,-34,still
8995,840,234,-535,-5,58,-1,5077,-849,-34,still
8996,840,233,-535,-5,57,-1,5077,-849,-34,still
8997,839,232,-535,-5,57,-1,5077,-849,-34,still
8998,838,231,-534,-5,56,-1,5077,-849,-34,still
8999,838,230,-533,-5,56,-1,5077,-849,-34,still
9000,837,231,-533,-5,56,-1,5077,-849,-34,still
9001,837,231,-534,-5,55,-1,5077,-849,-34,still
9002,837,232,-536,-4,55,-1,5077,-849,-34,still
9003,837,231,-536,-4,54,-1,5077,-849,-34,still
9004,837,231,-536,-4,54,-1,5077,-849,-34,still
9005,837,230,-536,-4,53,-1,5254,-991,-34,still
9006,837,230,-536,-4,53,-1,5254,-991,-34,still
9007,836,231,-535,-4,52,-1,5254,-991,-34,still
9008,836,232,-535,-4,52,-1,5254,-991,-34,still
9009,838,233,-536,-3,51,-1,5254,-991,-34,still
9010,838,233,-537,-3,50,-1,5254,-991,-34,still
9011,838,232,-537,-3,49,-1,5254,-991,-34,still
9012,839,231,-538,-3,49,-1,5254,-991,-34,still
9013,838,231,-538,-3,48,-1,5254,-991,-34,still
9014,838,231,-538,-3,48,-1,5254,-991,-34,still
9015,838,232,-537,-3,47,-1,5254,-991,-34,still
9016,838,232,-536,-3,46,-1,5165,-1008,17,still
9017,839,232,-535,-2,45,-1,5165,-1008,17,still
9018,840,231,-536,-2,44,-1,5165,-1008,17,still
9019,841,230,-536,-2,44,-1,5165,-1008,17,still
9020,842,230,-536,-2,43,-1,5165,-1008,17,still
9021,842,231,-536,-2,41,-1,5165,-1008,17,still
9022,842,232,-536,-2,40,-2,5165,-1008,17,still
9023,842,231,-534,-2,39,-1,5165,-1008,17,still
9024,842,231,-534,-2,39,-1,5165,-1008,17,still
9025,842,232,-533,-2,39,-1,5165,-1008,17,still
9026,843,232,-533,-2,38,-1,5165,-1008,17,still
9027,844,233,-532,-2,37,-1,5183,-991,34,still
9028,845,232,-531,-1,36,-1,5183,-991,34,still
9029,845,232,-530,-1,35,-1,5183,-991,34,still
9030,846,231,-529,-1,34,-1,5183,-991,34,still
9031,847,232,-528,-1,33,-1,5183,-991,34,still
9032,847,232,-525,-1,33,-1,5183,-991,34,still
9033,849,232,-523,-1,32,-1,5183,-991,34,still
9034,849,232,-523,-1,32,-1,5183,-991,34,still
9035,850,232,-521,-1,31,-1,5183,-991,34,still
9036,851,232,-519,-1,31,-1,5183,-991,34,still
9037,853,233,-518,-1,30,-2,5183,-991,34,still
9038,854,233,-516,-2,30,-2,5183,-955,170,still
9039,855,233,-515,-2,29,-2,5183,-955,170,still
9040,855,233,-515,-2,28,-2,5183,-955,170,still
9041,856,233,-515,-2,28,-2,5183,-955,170,still
9042,857,233,-515,-2,27,-2,5183,-955,170,still
9043,858,233,-513,-2,27,-2,5183,-955,170,still
9044,859,233,-513,-2,27,-2,5183,-955,170,still
9045,859,233,-513,-2,27,-2,5183,-955,170,still
9046,859,234,-513,-3,26,-2,5183,-955,170,still
9047,860,234,-513,-3,26,-2,5183,-955,170,still
9048,859,234,-511,-3,26,-2,5183,-955,170,still
9049,859,235,-510,-3,25,-2,4954,-1150,358,still
9050,858,235,-510,-3,25,-2,4954,-1150,358,still
9051,859,235,-509,-3,25,-2,4954,-1150,358,still
9052,859,236,-509,-3,25,-2,4954,-1150,358,still
9053,859,236,-509,-4,25,-2,4954,-1150,358,still
9054,859,236,-508,-4,25,-2,4954,-1150,358,still
9055,859,236,-508,-4,25,-2,4954,-1150,358,still
9056,859,236,-508,-4,25,-2,4954,-1150,358,still
9057,860,236,-507,-4,25,-2,4954,-1150,358,still
9058,861,237,-507,-4,25,-2,4954,-1150,358,still
9059,862,238,-507,-4,25,-2,4954,-1150,358,still
9060,862,237,-508,-4,25,-2,4972,-849,68,still
9061,861,237,-508,-4,25,-2,4972,-849,68,still
9062,861,236,-508,-4,25,-2,4972,-849,68,still
9063,862,237,-508,-5,25,-2,4972,-849,68,still
9064,861,237,-507,-5,25,-2,4972,-849,68,still
9065,861,237,-507,-5,25,-2,4972,-849,68,still
9066,861,236,-505,-5,25,-2,4972,-849,68,still
9067,861,235,-503,-5,25,-2,4972,-849,68,still
9068,861,235,-503,-5,25,-2,4972,-849,68,still
9069,862,236,-502,-5,25,-2,4972,-849,68,still
9070,863,236,-502,-6,26,-2,4972,-849,68,still
9071,863,236,-500,-6,26,-2,5007,-1132,170,still
9072,864,236,-500,-6,26,-2,5007,-1132,170,still
9073,863,237,-499,-6,26,-2,5007,-1132,170,still
9074,864,238,-499,-6,26,-2,5007,-1132,170,still
9075,864,238,-499,-6,26,-2,5007,-1132,170,still
9076,864,239,-499,-6,27,-2,5007,-1132,170,still
9077,864,240,-498,-6,27,-3,5007,-1132,170,still
9078,864,240,-497,-7,27,-3,5007,-1132,170,still
9079,865,240,-498,-7,28,-3,5007,-1132,170,still
9080,866,239,-498,-7,28,-3,5007,-1132,170,still
9081,865,238,-498,-7,28,-3,5007,-1132,170,still
9082,865,238,-497,-7,28,-3,4919,-1008,324,still
9083,865,239,-496,-7,29,-3,4919,-1008,324,still
9084,865,239,-497,-7,29,-3,4919,-1008,324,still
9085,864,239,-497,-7,29,-3,4919,-1008,324,still
9086,864,239,-497,-7,29,-3,4919,-1008,324,still
9087,863,239,-497,-7,30,-3,4919,-1008,324,still
9088,863,238,-496,-7,30,-3,4919,-1008,324,still
9089,862,239,-496,-7,30,-3,4919,-1008,324,still
9090,862,240,-495,-7,31,-3,4919,-1008,324,still
9091,862,241,-495,-7,31,-3,4919,-1008,324,still
9092,862,241,-495,-7,32,-3,4919,-1008,324,still
9093,861,241,-496,-7,32,-3,4778,-1044,290,still
9094,861,241,-497,-7,32,-3,4778,-1044,290,still
9095,860,242,-498,-6,32,-3,4778,-1044,290,still
9096,860,242,-498,-6,32,-3,4778,-1044,290,still
9097,859,242,-498,-6,32,-3,4778,-1044,290,still
9098,858,242,-498,-6,33,-3,4778,-1044,290,still
9099,858,242,-498,-6,33,-3,4778,-1044,290,still
9100,858,241,-498,-6,33,-2,4778,-1044,290,still
9101,858,241,-499,-6,33,-2,4778,-1044,290,still
9102,858,240,-499,-5,34,-2,4778,-1044,290,still
9103,857,238,-499,-5,34,-2,4778,-1044,290,still
9104,857,239,-499,-5,34,-2,4689,-991,290,still
9105,857,240,-501,-5,34,-2,4689,-991,205,still
9106,857,240,-501,-5,34,-2,4689,-991,205,still
9107,857,240,-501,-5,34,-2,4689,-991,205,still
9108,858,239,-502,-4,34,-2,4689,-991,205,still
9109,858,237,-504,-4,34,-2,4689,-991,205,still
9110,857,236,-504,-4,34,-2,4689,-991,205,still
9111,856,235,-504,-3,34,-2,4689,-991,205,still
9112,856,235,-503,-3,34,-2,4689,-991,205,still
9113,857,236,-504,-3,34,-2,4689,-991,205,still
9114,858,235,-505,-3,34,-2,4689,-991,205,still
9115,858,233,-505,-3,34,-2,4689,-991,205,still
9116,858,233,-505,-3,34,-2,4742,-1044,494,still
9117,858,232,-504,-2,34,-2,4742,-1044,494,still
9118,857,232,-504,-2,33,-2,4742,-1044,494,still
9119,857,232,-505,-2,33,-2,4742,-1044,494,still
9120,857,233,-505,-2,34,-2,4742,-1044,494,still
9121,857,232,-505,-2,34,-2,4742,-1044,494,still
9122,857,232,-505,-1,34,-1,4742,-1044,494,still
9123,858,232,-505,-1,34,-1,4742,-1044,494,still
9124,860,232,-505,-1,33,-2,4742,-1044,494,still
9125,861,231,-506,-1,33,-2,4742,-1044,494,still
9126,861,230,-506,-1,33,-2,4742,-1044,494,still
9127,861,230,-506,-1,33,-2,4742,-1044,494,still
9128,861,229,-504,-1,32,-2,4742,-1044,494,still
9129,861,229,-504,-1,32,-2,4742,-1044,494,still
9130,861,228,-503,-1,32,-2,4742,-1044,494,still
9131,861,228,-502,-1,32,-2,4742,-1044,494,still
9132,862,229,-502,-1,31,-2,4742,-1044,494,still
9133,862,229,-501,-1,31,-2,4742,-1044,494,still
9134,862,230,-500,-1,31,-2,4742,-1044,494,still
9135,863,229,-498,-1,31,-3,4742,-1044,494,still
9136,864,230,-496,-1,30,-3,4742,-1044,494,still
9137,864,230,-496,-1,30,-3,4742,-1044,494,still
9138,865,230,-495,-1,30,-3,4742,-1044,494,still
9139,865,230,-494,-1,30,-3,4742,-1044,494,still
9140,866,230,-494,-1,30,-3,4742,-1044,494,still
9141,866,230,-494,-1,29,-3,4742,-1044,494,still
9142,866,229,-492,-1,29,-3,4742,-1044,494,still
9143,867,230,-491,-1,29,-3,4742,-1044,494,still
9144,868,232,-490,-1,29,-4,4742,-1044,494,still
9145,868,234,-489,-1,29,-4,4742,-1044,494,still
9146,869,235,-489,-1,28,-4,4742,-1044,494,still
9147,869,235,-489,-1,28,-4,4742,-1044,494,still
9148,870,236,-487,-1,28,-4,4742,-1044,494,still
9149,871,236,-486,-1,28,-4,4742,-1044,494,still
9150,871,236,-485,-1,28,-4,4407,-1238,375,still
9151,871,236,-484,-1,27,-4,4407,-1238,375,still
9152,871,237,-483,-1,27,-4,4407,-1238,375,still
9153,871,238,-482,-1,27,-4,4407,-1238,375,still
9154,871,238,-482,-1,27,-4,4407,-1238,375,still
9155,871,238,-481,-1,27,-5,4407,-1238,375,still
9156,871,238,-480,-1,27,-5,4407,-1238,375,still
9157,871,238,-480,-1,27,-5,4407,-1238,375,still
9158,871,238,-480,-1,27,-5,4407,-1238,375,still
9159,871,239,-480,0,27,-5,4407,-1238,375,still
9160,872,240,-481,0,27,-5,4407,-1238,375,still
9161,872,240,-481,0,27,-5,4425,-1044,324,still
9162,871,240,-480,0,27,-5,4425,-1044,324,still
9163,871,239,-480,0,27,-5,4425,-1044,324,still
9164,870,239,-479,0,27,-5,4425,-1044,324,still
9165,870,238,-479,0,27,-5,4425,-1044,324,still
9166,869,237,-480,0,27,-6,4425,-1044,324,still
9167,869,237,-480,0,27,-6,4425,-1044,324,still
9168,869,237,-480,0,27,-6,4425,-1044,324,still
9169,869,237,-480,1,27,-6,4425,-1044,324,still
9170,869,237,-481,1,28,-6,4425,-1044,324,still
9171,868,237,-481,1,28,-6,4425,-1044,324,still
9172,868,237,-482,1,28,-6,4390,-1008,358,still
9173,868,237,-482,1,28,-6,4390,-1008,358,still
9174,868,236,-482,1,28,-6,4390,-1008,358,still
9175,869,236,-482,1,28,-6,4390,-1008,358,still
9176,868,235,-482,1,29,-6,4390,-1008,358,still
9177,867,234,-482,1,29,-6,4390,-1008,358,still
9178,867,234,-482,1,29,-6,4390,-1008,358,still
9179,868,234,-483,1,29,-6,4390,-1008,358,still
9180,868,234,-484,2,29,-6,4390,-1008,358,still
9181,867,234,-485,2,29,-6,4390,-1008,358,still
9182,867,234,-485,2,29,-6,4390,-1008,358,still
9183,867,234,-486,2,29,-6,4478,-1203,375,still
9184,867,234,-487,2,29,-6,4478,-1203,375,still
9185,867,233,-487,2,29,-6,4478,-1203,375,still
9186,867,233,-486,2,29,-6,4478,-1203,375,still
9187,866,233,-485,2,29,-6,4478,-1203,375,still
9188,866,233,-485,2,29,-6,4478,-1203,375,still
9189,866,234,-484,3,29,-6,4478,-1203,375,still
9190,866,234,-483,3,29,-6,4478,-1203,375,still
9191,866,234,-483,3,29,-6,4478,-1203,375,still
9192,867,234,-483,3,29,-6,4478,-1203,375,still
9193,867,233,-483,3,29,-6,4478,-1203,375,still
9194,869,232,-482,3,29,-6,4302,-1274,443,still
9195,870,232,-482,3,29,-6,4302,-1274,443,still
9196,870,231,-481,3,29,-6,4302,-1274,443,still
9197,870,231,-480,3,29,-6,4302,-1274,443,still
9198,871,231,-479,3,29,-6,4302,-1274,443,still
9199,871,231,-479,3,29,-6,4302,-1274,443,still
9200,872,232,-478,3,29,-6,4302,-1274,443,still
9201,872,232,-476,3,29,-6,4302,-1274,443,still
9202,872,232,-475,3,29,-5,4302,-1274,443,still
9203,873,232,-475,3,29,-5,4302,-1274,443,still
9204,873,232,-475,4,29,-5,4302,-1274,443,still
9205,873,232,-474,4,29,-5,4249,-1185,460,still
9206,874,233,-474,4,29,-5,4249,-1185,460,still
9207,875,233,-473,4,29,-5,4249,-1185,460,still
9208,876,233,-472,4,29,-5,4249,-1185,460,still
9209,876,233,-472,4,29,-5,4249,-1185,460,still
9210,875,232,-470,3,29,-5,4249,-1185,460,still
9211,875,232,-468,3,29,-6,4249,-1185,460,still
9212,875,231,-466,3,29,-6,4249,-1185,460,still
9213,876,231,-464,3,29,-6,4249,-1185,460,still
9214,877,230,-464,3,30,-6,4249,-1185,460,still
9215,877,230,-464,3,30,-6,4249,-1185,460,still
9216,877,230,-464,2,30,-6,4231,-1167,443,still
9217,878,230,-463,2,30,-6,4231,-1167,443,still
9218,878,232,-464,2,31,-6,4231,-1167,443,still
9219,878,232,-464,2,31,-6,4231,-1167,443,still
9220,879,232,-464,2,31,-6,4231,-1167,443,still
9221,879,233,-462,2,31,-6,4231,-1167,443,still
9222,880,233,-462,2,31,-6,4231,-1167,443,still
9223,879,235,-461,1,32,-6,4231,-1167,443,still
9224,879,236,-461,1,32,-6,4231,-1167,443,still
9225,880,237,-461,1,32,-6,4231,-1167,443,still
9226,880,237,-461,1,33,-6,4231,-1167,443,still
9227,879,237,-460,1,33,-6,4231,-1309,443,still
9228,878,237,-460,1,33,-6,4231,-1309,614,still
9229,878,237,-460,1,33,-6,4231,-1309,614,still
9230,878,238,-460,1,34,-6,4231,-1309,614,still
9231,879,239,-460,1,34,-6,4231,-1309,614,still
9232,879,241,-462,1,34,-6,4231,-1309,614,still
9233,879,241,-464,1,34,-6,4231,-1309,614,still
9234,880,241,-464,1,35,-6,4231,-1309,614,still
9235,880,241,-465,1,35,-6,4231,-1309,614,still
9236,879,241,-464,1,35,-5,4231,-1309,614,still
9237,878,242,-463,1,35,-5,4231,-1309,614,still
9238,878,242,-464,1,36,-5,4125,-1309,614,still
9239,878,242,-463,1,36,-5,4125,-1274,443,still
9240,878,242,-463,1,36,-5,4125,-1274,443,still
9241,876,241,-463,1,36,-5,4125,-1274,443,still
9242,876,241,-462,1,37,-5,4125,-1274,443,still
9243,876,241,-463,1,37,-5,4125,-1274,443,still
9244,876,241,-464,1,37,-5,4125,-1274,443,still
9245,876,241,-466,1,37,-5,4125,-1274,443,still
9246,876,241,-468,1,37,-5,4125,-1274,443,still
9247,876,241,-470,1,37,-5,4125,-1274,443,still
9248,875,240,-470,1,37,-5,4125,-1274,443,still
9249,874,241,-470,1,37,-5,4125,-1274,443,still
9250,874,241,-470,1,37,-5,3984,-1274,545,still
9251,873,242,-470,1,37,-5,3984,-1274,545,still
9252,873,242,-470,1,37,-4,3984,-1274,545,still
9253,872,242,-470,1,37,-4,3984,-1274,545,still
9254,872,242,-471,1,37,-4,3984,-1274,545,still
9255,872,242,-472,1,37,-4,3984,-1274,545,still
9256,872,241,-472,1,37,-4,3984,-1274,545,still
9257,871,242,-473,1,37,-4,3984,-1274,545,still
9258,871,244,-475,1,37,-4,3984,-1274,545,still
9259,871,245,-476,1,37,-4,3984,-1274,545,still
9260,871,245,-476,1,37,-4,3984,-1274,545,still
9261,872,244,-478,1,37,-4,4055,-1203,579,still
9262,872,243,-481,1,37,-4,4055,-1203,579,still
9263,871,242,-482,1,36,-4,4055,-1203,579,still
9264,870,242,-482,1,36,-3,4055,-1203,579,still
9265,868,243,-481,1,36,-3,4055,-1203,579,still
9266,867,244,-481,2,36,-3,4055,-1203,579,still
9267,867,245,-481,2,35,-3,4055,-1203,579,still
9268,865,244,-481,2,35,-3,4055,-1203,579,still
9269,865,244,-481,2,35,-3,4055,-1203,579,still
9270,865,244,-481,2,35,-3,4055,-1203,579,still
9271,865,244,-482,2,35,-2,4055,-1203,579,still
9272,865,245,-484,3,34,-2,3967,-1185,392,still
9273,865,244,-486,3,34,-2,3967,-1185,392,still
9274,865,244,-489,3,33,-2,3967,-1185,392,still
9275,866,243,-491,4,33,-2,3967,-1185,392,still
9276,866,242,-493,4,32,-1,3967,-1185,392,still
9277,866,242,-494,4,31,-1,3967,-1185,392,still
9278,865,241,-493,4,30,-1,3967,-1185,392,still
9279,865,240,-493,4,30,-1,3967,-1185,392,still
9280,864,240,-493,4,29,-1,3967,-1185,392,still
9281,864,240,-493,4,29,-1,3967,-1185,392,still
9282,864,240,-492,5,29,-1,3967,-1185,392,still
9283,864,239,-490,5,28,0,3826,-1185,665,still
9284,863,239,-489,5,27,0,3826,-1185,665,still
9285,864,238,-489,5,27,0,3826,-1185,665,still
9286,864,238,-488,5,26,0,3826,-1185,665,still
9287,865,237,-487,5,25,0,3826,-1185,665,still
9288,866,237,-485,5,25,0,3826,-1185,665,still
9289,867,236,-485,5,24,0,3826,-1185,665,still
9290,868,236,-483,5,23,0,3826,-1185,665,still
9291,868,236,-483,5,23,0,3826,-1185,665,still
9292,869,235,-481,5,23,0,3826,-1185,665,still
9293,870,235,-480,5,22,0,3826,-1185,665,still
9294,871,235,-479,5,21,0,3826,-1185,665,still
9295,872,235,-477,5,21,0,3826,-1185,665,still
9296,874,236,-476,5,20,0,3826,-1185,665,still
9297,875,236,-476,5,19,0,3826,-1185,665,still
9298,876,237,-475,5,19,0,3826,-1185,665,still
9299,876,236,-474,5,18,0,3826,-1185,665,still
9300,877,236,-473,5,18,0,3826,-1185,665,still
9301,877,236,-473,5,18,0,3826,-1185,665,still
9302,877,236,-471,5,17,0,3826,-1185,665,still
9303,877,237,-470,5,16,0,3826,-1185,665,still
9304,877,238,-468,4,16,0,3826,-1185,665,still
9305,877,239,-467,4,16,0,3826,-1185,665,still
9306,878,240,-467,4,15,0,3826,-1185,665,still
9307,879,240,-466,4,15,0,3826,-1185,665,still
9308,879,241,-465,5,14,0,3826,-1185,665,still
9309,880,241,-464,5,14,0,3826,-1185,665,still
9310,880,242,-463,5,14,1,3826,-1185,665,still
9311,880,242,-463,5,14,1,3826,-1185,665,still
9312,880,242,-462,5,13,1,3826,-1185,665,still
9313,879,243,-460,5,13,1,3826,-1185,665,still
9314,879,244,-458,5,13,1,3826,-1185,665,still
9315,879,245,-458,5,13,1,3826,-1185,665,still
9316,879,246,-457,5,12,1,3826,-1185,665,still
9317,879,246,-457,5,12,1,4108,-1468,494,still
9318,879,245,-456,5,12,1,4108,-1468,494,still
9319,879,245,-455,5,12,1,4108,-1468,494,still
9320,879,244,-454,5,12,1,4108,-1468,494,still
9321,880,244,-455,6,11,1,4108,-1468,494,still
9322,880,244,-455,6,11,1,4108,-1468,494,still
9323,881,243,-455,6,11,1,4108,-1468,494,still
9324,881,242,-455,6,11,1,4108,-1468,494,still
9325,881,241,-456,6,11,1,4108,-1468,494,still
9326,881,241,-456,6,11,2,4108,-1468,494,still
9327,880,241,-456,6,11,2,4108,-1468,494,still
9328,880,240,-456,6,11,2,3861,-1256,460,still
9329,881,240,-457,6,10,2,3861,-1256,460,still
9330,881,239,-457,6,10,2,3861,-1256,460,still
9331,881,238,-459,6,10,2,3861,-1256,460,still
9332,881,238,-459,6,10,2,3861,-1256,460,still
9333,881,238,-460,6,10,2,3861,-1256,460,still
9334,881,238,-461,6,10,2,3861,-1256,460,still
9335,881,237,-462,7,9,2,3861,-1256,460,still
9336,881,236,-462,7,9,2,3861,-1256,460,still
9337,881,235,-462,7,9,2,3861,-1256,460,still
9338,881,235,-461,7,9,2,3861,-1256,460,still
9339,881,235,-460,7,9,2,3737,-1344,545,still
9340,881,234,-459,7,9,2,3737,-1344,545,still
9341,881,233,-459,7,9,2,3737,-1344,545,still
9342,881,233,-459,7,9,2,3737,-1344,545,still
9343,881,233,-460,7,9,2,3737,-1344,545,still
9344,881,233,-461,7,8,2,3737,-1344,545,still
9345,881,232,-461,7,8,2,3737,-1344,545,still
9346,880,231,-463,7,8,2,3737,-1344,545,still
9347,880,231,-464,7,8,2,3737,-1344,545,still
9348,880,230,-464,7,8,2,3737,-1344,545,still
9349,880,229,-464,7,8,2,3737,-1344,545,still
9350,880,228,-464,7,8,2,3878,-1380,545,still
9351,880,228,-465,7,8,2,3878,-1380,579,still
9352,880,228,-465,7,8,2,3878,-1380,579,still
9353,880,228,-465,7,8,2,3878,-1380,579,still
9354,880,228,-466,6,7,2,3878,-1380,579,still
9355,880,228,-465,6,7,2,3878,-1380,579,still
9356,880,227,-466,6,7,2,3878,-1380,579,still
9357,879,228,-467,6,7,2,3878,-1380,579,still
9358,879,228,-466,6,7,2,3878,-1380,579,still
9359,879,229,-466,6,7,2,3878,-1380,579,still
